biaoshi,ID,Name,Position,Context,goto,GM,BgImg,charactor1,action1,x1,charactor2,action2,x2,others
#,206,张萌泉,Q,只要墨爹A梦你不要无机物发言就完全OK。,207,,,,,,泉常服/强颜欢笑,change,0,
#,207, ,A,试着忽略她对我千奇百怪的叫法......极其难做到。,208,,,墨常服/闭眼,change,120,,,,
#,208,林堇墨,A,你说，我只听。,209,,,墨常服/温柔,change,120,,,,
#,209,张萌泉,A,好......一下不是马上开场咯，我也很久没线下看过LIVE，结果又忍不住想到中午那个话题了。,210,悲伤曲,,墨常服/平静,change,120,,,,
#,210,张萌泉,Q,中午问你的那个问题，其实我心里早就有答案呀，可还是期望你说些假的要死的安慰，真是孬种，没品......,211,,,,,,泉常服/强颜欢笑,change,0,
#,211,张萌泉,,......道理不是很简单嘛？大多数真人的生活，就是很难跟动画里描述得一样美好灿烂的吧，故事是故事，现实是现实，它不可能被无聊的一厢情愿改变。,212,,,,,,,,,
#,212,张萌泉,,有时候我也忍不住想，世界这么大，肯定还是有幸福得要死的人在，自己努努力，能成为他们的一员也说不定......,213,,,,,,,,,
#,213,张萌泉,Q,但是啊，许多人尽力拼搏也不过勉强维持现状而已，运气不好的话，生活就会因为仅仅一些随机小意外被重创，被毁灭，哪怕曾付出数不清的心血。,214,,,,,,泉常服/小悲,change,0,
#,214,张萌泉,Q,二次元寄托了创作者的多少期待啊......我不愿意把那些令人感动的动画往坏处想，却不禁觉得......现实永远只会令人失望。,215,,,,,,泉常服/大悲,change,0,
#,215, ,A,似乎不愿面向一脸严肃的我，泉没有回头，她保持行进，在一家刚刚开启招牌灯饰的场馆前停下。,216,,,墨常服/深思,change,120,,,,
#,216,张萌泉,Q,可笑吧，现在我就忍不住去担心：无论今晚的TEAM水平再怎么出色，发挥再怎么理想，我也没办法真正高兴起来。,217,,,,,,泉常服/吃醋,change,0,
#,217,张萌泉,Q,墨墨......实在对不起，明明已经在人家大门口，还说起丧气话......别让我影响到你的观感好吗？,218,,,,,,泉常服/大悲,change,0,
#,218, ,A,泉无力地讪笑着，她的情绪时常跌宕起伏，我在清楚理解这一性格特征前曾犯过不小的难。,219,,,墨常服/闭眼,change,120,,,,
#,219,林堇墨,A,别担心，我会根据自己的体验来判断，况且你害怕期待落空，本质上也是因为你热爱摇滚，这并不是坏事。,220,,,墨常服/惊讶,change,120,,,,
#,220,张萌泉,Q,嘛......这样也说得通吧，谢谢你墨墨子，我们进去吧。,221,主界面曲,,,,,泉常服/强颜欢笑,change,0,
#,221, ,A,“大乐城”的前厅铺展于我眼前，吧台和座位占据其绝大部分位置，最大的一面墙壁上，紫红与靛蓝的霓虹光勾勒出“Music Metropolis”字样。,222,,前台,墨常服/惊讶,disappear,120,泉常服/强颜欢笑,disappear,0,
#,222, ,,占据天花板三分之一面积的环状顶光灯并不出力，只是发出淡蓝色弱光，为形形色色的人们打上一层朦胧晕轮，这里竟不比黄昏时刻的室外更加明亮。,223,,,,,,,,,
#,223, ,,不足十分钟便要开场，我们在观摩LIVEHOUSE内景的同时走向演出厅。是乐队人气的原因吗？来客稀稀拉拉，无需时刻紧绷神经，注意避让。,224,,,,,,,,,
#,224,张萌泉,A,没什么客流量哇，这是又和新人乐队签约了？不知道他们是怎么说服老板的呢......,225,,,墨常服/平静,appearAt,120,泉常服/猫笑,appearAt,0,
#,225, ,,我打开摄像机，泉兴高采烈地打量着周围，她随心而动的情绪潮汐涨落起伏，是否让我的心海也激荡起些许涟漪了呢?,226,,,,,,,,,
#,226, ,Q,嗯？出现了，这拍照的气场，简直就是实地观摩，调研考察的领导呀......等等，墨墨，虽然是我送的，不过你居然真愿意把吉他仔挂手机上吗？,227,,,,,,泉常服/强颜欢笑,change,0,
#,227,林堇墨,,有什么问题吗？,228,,,,,,,,,
#,228,张萌泉,Q,呃......讲真，以老板点子做出来的这个周边......你不觉得它已经脱离人类的审美范畴了吗？,229,,,,,,泉常服/吃醋,change,0,
#,229,林堇墨,A,还好，氛围感是可以提供的。,230,,,墨常服/决心,change,120,,,,
#,230,张萌泉,Q,答应我......你以后不要一直挂着它好嘛？求你了，我不想每天都看......,231,,,,,,泉常服/小悲,change,0,
#,231, ,A,临近开场，原本三三两两靠在各处的来客陆续动起来，却未曾停止交谈，与剧场或影院不同，这里的闲适气氛仿佛在LIVE前一秒都能保持存续。,232,,舞台,墨常服/决心,disappear,120,泉常服/小悲,disappear,0,
#,232, ,,尽管演出厅在一楼边缘区域和二楼看台均设置有座位，但或许是冷门的原因，为数不多的真爱粉观众竟全部聚集在中央站场区域，用行动为乐手们献上助威。,233,,,,,,,,,
#,233,新来的观众,,所以，今天上场的这个OPEN VIRUS乐队怎么样啊，我的票是别人送的，顺道看看的。,234,,,,,,,,,
#,234,热情的粉丝,,哎呀，让我告诉你，OPEN VIRUS最早是在南方成立的......,235,,,,,,,,,
#,235, ,,从旁人的交谈中听来：他们大爱“独立摇滚”“日系”，四个狂人决定以“忠于自我的音乐”为生，随后历经艰险，在鼓手与众人大吵一架退团后，团队北漂迁往我市。,236,,,,,,,,,
#,236,张萌泉,,（OPEN VIRUS乐队，贝斯主唱，吉他，键盘，鼓，配置不算常规，粉丝留言说他们的键盘也作为DJ，在LIVE中放原创的吉他叠片，类似于“征南逐北”乐队那种模式啊）,237,,,,,,泉常服/平静,appearAt,0,
#,237,张萌泉,,（他们似乎最讨厌所谓“一首歌要反复咏唱主旋律”的说法，丝毫不在歌曲中贯彻所谓统一性，像写散文一样编曲。),238,,,,,,,,,
#,238,张萌泉,,（不对啊，小众的风格，这对墨墨是不是也......太不友好了啊？）,239,,,,,,泉常服/吃醋,change,0,
#,239,主唱,,各位大家晚上好！,240,,,,,,泉常服/吃醋,disappear,0,
#,240,主唱,,刚刚几小时根本没在管曲子，就顾着商量怎么开场白啦，哈哈。,241,,,,,,,,,
#,241,主唱,,之前那些事，大家都知道，也没什么好忌口的，现在来津浦从头开始，的确就是逃兵行为吧......,242,,,,,,,,,
#,242,主唱,,不过啊，你们尽管放心，我们可不敢忘记从自己狗嘴里夸下的海口！准备开始吧，这里是OPEN VIRUS，做忠于自己的事。,243,,,,,,,,,
#,243,主唱,,后边这位紫色自然卷是小楚！她目前担任鼓手，尽管放宽心，她打的鼓我用耳膜确认过，一定不比以前少劲儿！,244,,,,,,,,,
#,244,张萌泉,A,墨墨，他们好像是非常小众的风格，那个......千万别勉强自己强行欣赏哇......,245,,,墨常服/平静,appearAt,120,泉常服/强颜欢笑,appearAt,0,
#,245,张萌泉,,也就只是单个乐队的演出而已如果可以的话还请您千万不要根据今晚的体验就觉得摇滚都是这样的很不好听很没意思啊老师恳请您千万记住......,246,,,,,,,,,
#,246,林堇墨,A,不可思议，我居然把你上一句话全听清楚了。,247,,,墨常服/闭眼,change,120,,,,
#,247,张萌泉,,唔嗯，老师你千万记住......,248,,,,,,,,,
#,248,张萌泉,Q,（唉，墨墨，我果然还是理解不能，为什么听想听的歌，做让自己感动的事，在你眼里会是需要这么严肃对待的呢？）,249,,,,,,泉常服/吃醋,change,0,
#,249, ,A,一支天生傲骨，命运多舛，初来乍到，“曲高和寡”的乐队......如此标签会让一些人敬而远之，又会让另一些人被深深的吸引，向他们投注关切与支持。,250,暂停,,墨常服/深思,moveTo,600,泉常服/吃醋,disappear,0,
#,250, ,A,那些粉丝们，应该是从成员摸爬滚打的经历里，看见跌跌撞撞却又心怀执念的自己了吧。可我并非他们。不对这个乐队擅自期待，也绝不抱有预先的恶意。,251,,,墨常服/小悲,appearAt,600,,,,
#,251, ,A,我保持这种心态的原因，不是登场乐手们背负的任何正面或负面评价，而仅仅是两个道理。,252,,,墨常服/决心,change,600,,,,
#,252, ,A,一，在实际欣赏前主观做出或褒或贬的认定，势必会影响第一要务——客观评析摇滚给我的体验。,253,,,墨常服/闭眼,change,600,,,,
#,253, ,A,以及，不要擅自在心中产生没有保障的期盼，否则人生将特意为你留存一种可能性——让那期盼被冲击得四分五裂的“失意”。,254,,,墨常服/大悲,change,600,,,,
#,254,主唱,A,新歌《曼珠沙华》！如果你还相信我们的音乐，就请帮忙捧个人场！大家一起！说口号！,255,,,墨常服/深思,change,600,,,,
#,255,亢奋真爱粉,A,O-P-E-N-V-I-R-U-S！T-A-K-E！O-F-F！喔！,256,,,墨常服/闭眼,change,600,,,,
#,256,鼓手,,一，二，预备咯！,257,,,,,,,,,
#,257, ,,鼓棒四声为始，旋律听凭引领。,258,主曲一,,,,,,,,
#,258, ,A,开始的一刹那，我就觉得，在今天对摇滚进行任何客观认知是不可能的了。,259,,,墨常服/惊讶,change,600,,,,
#,259, ,A,一般而言，不论种类如何，音乐都肯定蕴藏着创作者真挚无比的感情，相信摇滚也不例外。,260,,墨大头cg,墨常服/惊讶,disappear,600,,,,
#,260, ,,《一号交响序曲》的苍劲雄浑，《云天讯音》的神妙无穷，《穗香》的朴质悠然，乃至于《绿苹果乐园》的悦动机巧，我仍记得许多欣赏音乐时满怀感触的经历。,261,,,,,,,,,
#,261, ,,然而，此刻我听不懂台上的演唱，看不懂台下的欢呼，更无法理解台上台下的人们眼中熊熊燃烧的火光。,262,,,,,,,,,
#,262, ,,他们高强度的编排曲调，试图在短时间内将大量信息装填进听众脑中。我想要从这些繁杂音符中提取出一根主脉，却发现自己只能任由奔流不息的旋律洪流席卷，冲刷。,263,,,,,,,,,
#,263, ,,须臾间，我甚至有些气愤，他们定下如此之快的节奏，如此散漫的结构，又怎么保证观众们理解共鸣，完成创作者的目标呢？,264,,,,,,,,,
#,264, ,,陷入误区内的我，擅自将自己的不理解凌驾到他人之上。周围的一切景象，无不在以它们本身昭示着我的自大。,265,,,,,,,,,
#,265, ,,我几乎是下意识地想和泉搭话，但她盯向乐手们的视线已经表达了立场，看来演出厅中离群的只有一人......,266,,,,,,,,,
#,266, ,,强烈的挫败感鸣响不停，没想到，无法理解一些事，无法共情一些人，对我来说会是那么难以接受，难以释怀。,267,,,,,,,,,
#,267, ,A,......听众们很热烈的与他们同频，“不应该如此”——如此龌龊的想法嗡鸣着，如撞警钟。冷静下来的我费劲心力，试图压制汹涌澎湃的负面情绪。,268,,舞台,墨常服/小悲,appearAt,600,,,,
#,268, ,A,需要换位思考，在这个场合是绝对少数的我，恐怕从一开始就陷入了既定的思维。,269,,,墨常服/深思,change,600,,,,
#,269, ,,也许，他们想展现给观众的，不是任何具体客观描述的事物，而是充斥着躁乱，反抗，承受，渴求的状态本身也说不定。,270,,,,,,,,,
#,270, ,,作为外人，我并不了解摇滚受众早已熟悉的表达方式，因此，想要理解他们的音乐才会变得困难重重吧。,271,,,,,,,,,
#,271, ,A,甚至可以说别人用时间和汗水凝结而成的歌曲，我想一步到位理解它们，下达轻蔑的判定，本身已经十足傲慢才对。,272,,,墨常服/闭眼,change,600,,,,
#,272, ,A,有必要改变观察方法。,273,,,墨常服/决心,change,600,,,,
#,273, ,,——试试从注意音乐本身，转向观察欣赏音乐的人如何呢？,274,,,,,,,,,
#,274, ,A,由此我睁开心中的眼睛，重新接受身边的景色。,275,,,墨常服/决心,disappear,600,,,,
#,275, ,,台上的乐手们抛弃俗世的有形之物，仿佛化作某种仪器，他们把表达自我当成永恒的天职。,276,,四人演奏cg,,,,,,,
#,276, ,,其生活中无数的所见所闻，被精酿为凝结着所想所感的词曲，再发酵为一个“窗口”——去展示他们拼命想要向大家传达的所有。,277,,,,,,,,,
#,277, ,,鼓点紧奏，乐音不绝于耳。,278,,,,,,,,,
#,278, ,,灯光频闪，歌声弄潮起伏。,279,,,,,,,,,
#,279, ,,汗水挥洒，眼神澄澈绚烂。,280,,,,,,,,,
#,280, ,,他们四人站在同一个舞台上紧密协调，在这个宏大的，不为自己而生的世界中演唱只为自己服务的歌，似乎命定如此，似乎人生全部意义皆在于此。,281,,,,,,,,,
#,281, ,,顶上灯组闪烁变换着，迸发迷眼光晕，与歌声相映成趣，像为舞台蒙上了一层轻纱，神圣感——我的思绪里蹦出这个词汇。,282,,,,,,,,,
#,282, ,,他们站立于舞台，在当下生命的这一瞬践行着“自己的执念”，摇滚之上镌刻的意涵，让平凡之人也能成为追寻奋起，燃烧不息的星星之火。,283,,,,,,,,,
#,283, ,,而观众们，被打动，被激发，化身燎原之火，燃烧着，燃烧着；明亮的火光裹挟我，诗意的语言自温暖中生发。,284,,,,,,,,,
#,284, ,,台上的人以乐器为笔，以执念为墨，挥毫书写易逝却更显璀璨的画卷。,285,,,,,,,,,
#,285, ,,作为回礼，台下的人报以内心的激荡与热烈的倾泻。,286,,,,,,,,,
#,286, ,,两者相交，藕合，齐鸣，升华出只有参与者珍藏的，独一无二的感动和奇迹。,287,,,,,,,,,
#,287, ,,一曲演毕，欢呼，畅聊，再演奏一曲，再欢呼，再畅聊。,288,,,,,,,,,
#,288, ,,仿佛这是创世后便无法动摇的某种永恒的循环，仿佛大家不是拥有几十年乃至百年寿命，要经历难以计数时光的人，而是转瞬间便会消散作尽的雪花。,289,,,,,,,,,
#,289, ,,仿佛人生中已经无它，除了这一秒切实体会到的星星点点，仿佛时间可以永远静滞，凝固眼下这转瞬即逝的风景。,290,,舞台,,,,,,,
#,290, ,A,此时此刻我感受到的共鸣是那么奇异，我想，没能理解表演本身，却意外理解了表演者的感动，这就是我产生如此违和感的原因吧。,291,,,墨常服/小羞,appearAt,600,,,,
#,291, ,,表演者们的姿态本身，就足以说明摇滚的魅力。,292,,,,,,,,,
#,292, ,A,而对于摇滚本身，我心中的态度也已经明朗。,293,,,墨常服/惊讶,change,600,,,,
#,293, ,A,不只一瞬的，我产生了向往——期盼，信念，希望——怎么形容也不为过。,294,,,墨常服/决心,change,600,,,,
#,294, ,,OPEN VIRUS，这只乐队能闯过数不尽的山峦与激流，实现那遥不可及的幻梦呢？,295,,,,,,,,,
#,295, ,,答案原本是“几率不高”才对，但我突然觉得他们有百分之百的可能会做到。,296,,,,,,,,,
#,296, ,A,因为有样东西，它可以压过这世间一切剩余因素。而这件至宝，早已在他们的乐声中体现的淋漓尽致。,297,,,墨常服/决心,change,600,,,,
#,297,林堇墨,A,我心易逝，我心如火......吗？,298,暂停,,墨常服/温柔,change,600,,,,
#,298, ,A,OPEN VIRUS的独角戏持续约一个半小时，只这点时间，根本不足以让爱好者们的狂热停息下来。,299,结束曲,前台,墨常服/温柔,disappear,600,,,,
#,299, ,,若生活如戏，那么我在过去的这一个半小时，毫无疑问成为了闯进别人戏中的一个异类。,300,,,,,,,,,
#,300,林堇墨,A,（但这一次乱入的感觉，还不赖）,301,,,墨常服/打趣,appearAt,120,,,,
#,301,张萌泉,Q,所以如何呢......老师？,302,,,,,,泉常服/强颜欢笑,appearAt,0,
#,302,林堇墨,A,音乐本身基本没有听懂......稍微有点吵。,303,,,墨常服/平静,change,120,,,,
#,303,张萌泉,Q,摇滚传，堂堂完结（悲）。,304,,,,,,泉常服/吃醋,change,0,
#,304,林堇墨,A,唔，让我组织一下语言......,305,,,墨常服/惊讶,change,120,,,,
#,305,林堇墨,A,听的时候怎么描述呢，如同被大量执拗，紊乱，矛盾，却又相互耦合的情绪石块砸在身上一样。,306,,,墨常服/决心,change,120,,,,
#,306,林堇墨,,我试着描述一下OPEN VIRUS的歌吧，听起来有点像“西西弗斯搬石头太久，最后怒从心中起，但没有反抗的勇猛，只能怀着郁闷说气话”的精神状态呢。,307,,,,,,,,,
#,307,张萌泉,Q,（西西弗斯......是谁来着？）,308,,,,,,泉常服/平静,change,0,
#,308,林堇墨,,大概听到7分钟左右，我放弃了理解歌曲的意思。,309,,,,,,,,,
#,309,张萌泉,Q,摇滚传，堂堂完结（大悲）。,310,,,,,,泉常服/小悲,change,0,
#,310,林堇墨,A,（不过除了歌曲意思外的内涵，我倒是理解了大半呢）,311,,,墨常服/温柔,change,120,,,,
#,311,张萌泉,Q,唔啊，真的只是他们风格太硬核的问题啦......,312,,,,,,泉常服/强颜欢笑,change,0,
#,312,张萌泉,A,老师，你的观感，该不会很差吧......,313,,,墨常服/闭眼,change,120,,,,
#,313,林堇墨,Q,观感吗？,314,,,,,,泉常服/强颜欢笑,change,0,
#,314, ,,不知道以后的我回望这一刻的时候，会不会把它当成人生的一个转折点呢——不论是通往金光灿烂的大道，还是走向淤积苦痛的深渊。,315,,,,,,,,,
#,315, ,,名为林堇墨的女孩在高一国庆节之后的星期四做出一个微小的抉择，与朋友一同走入名为大乐城的LIVEHOUSE，诧异于聚光灯之下，尽情放纵，迸发，燃烧，真切生存着的人们。,316,,,,,,,,,
#,316, ,A,那个时候我从未想过，有朝一日自己也将站上舞台，接受听众的检阅，献上珍藏一生的宣泄与共鸣。,317,,,墨常服/温柔,change,120,,,,
#,317,林堇墨,A,不虚此行，绝对。,318,,,墨常服/卖萌,change,120,,,,
#,318, ,,那个时候我从未想过，这就是我与摇滚在漫不经心之下的邂逅——初始之乐章。,319,,,,,,,,,
#,319,,,,320,耳鸣,,墨常服/卖萌,disappear,120,泉常服/强颜欢笑,disappear,0,
#,320, ,,从晃神中恢复过来，那么多次LIVE都不朝向自己的氛围灯组，今夜将其全部光华加诸我身。,321,暂停,舞台加观众,,,,,,,
#,321, ,,在这灿烂晕轮沐浴之下，我更听到了意想不到的“音符”。,322,,,,,,,,,
#,322, ,,那是粉丝们不问其他，只管传递，只管激励的声援——,323,欢呼声,,,,,,,,
#,323, ,,——应当说出口的话语倾泻着，宛若决堤的潮水。必须做到的事高悬着，如同笔挺的旌旗。,324,,,,,,,,,
#,324, ,,按照先前无数次约定、确认好的，我做出一个再细微不过的手势。,325,,,,,,,,,
#,325,林堇墨,,起旋律。,326,,,演出墨决绝,appearAt,600,,,,
#,326, ,,为了这个大舞台，我们所倾注的无数汗水，会在此刻哺育丰盛的果实。,327,诗超绊,,,,,,,,
#,327,林堇墨,A,此时此刻在这里的，无不是对摇滚抱有真情实感的爱好者们，我们何其幸运能站在这里为大家演奏。,328,,,演出墨沉思,appearAt,600,,,,
#,328,林堇墨,,这么说来，我是第一回上台啊......抱歉，有点语无伦次了。,329,,,,,,,,,
#,329,林堇墨,A,那个，各位也许能发现，乐队成员里有些人是熟面孔，也有些人是初次见面。,330,,,演出墨动摇,change,600,,,,
#,330,林堇墨,,我们从去年七月起开始一同排练，每个人的好恶，习惯，亲疏，追求各不相同，直到刚刚也正着紧张攻克歌里的难点。,331,,,,,,,,,
#,331,林堇墨,,历经快一年时间的撮合，我们慢慢合起来许多歌，演奏也有很多进步，这不禁让我也开始心怀畅想。,332,,,,,,,,,
#,332,林堇墨,A,不过还没到“少年漫”里那种“友情！热血！胜利！羁绊”的真情流露状态就是啦......,333,,,演出墨移眼,change,600,,,,
#,333,林堇墨,A,我说起来，有生以来首次接触摇滚，听LIVE也是在这里哦，就在去年，OPEN VIRUS第一次在津浦开LIVE的时候，当时我还听不懂他们的歌，为此前半场都在郁闷呢......,334,,,演出墨沉思,change,600,,,,
#,334,林堇墨,,现在，我站在这里，向那个以前的我，还有此时此刻的你们，汇报自己的旅行见闻与收获！,335,,,,,,,,,
#,335,林堇墨,,“百闻不如一见”，恳请大家静候“佳音”。,336,,,演出墨决绝,change,600,,,,
#,336,林堇墨,,属于我们的摇滚，敬请见证。,337,,,演出墨决绝,disappear,600,,,,
#,337, ,,凭借绝无仅有的演出，毫无保留的展演乐队“EUPHONIOTE”——和音符的一切！,338,,五人演出cg,,,,,,,
#,338, ,,身心迅速全副投入进乐曲的演奏。,339,,,,,,,,,
#,339, ,,高强度的压力下，时间被拆解为不能更细分的每一秒，伴随着在这瞬间拼命绽放着的我。,340,,,,,,,,,
#,340, ,,明明分外紧凑的每一秒迅速流逝着，我的思维之海却处在奇妙的宁静中。,341,,,,,,,,,
#,341, ,,一缕缕念想编制为网，包裹住我的心神。,342,,,,,,,,,
#,342, ,,我处在最令人激昂的燃烧里，却享有最沁人心脾的幸福，正饶有兴致的打量着自己的内在。,343,,,,,,,,,
#,343, ,,一个有意思的现象是，“前路漫漫，还有许多事要做”的想法，却为我带来某种奇妙而令人期待的激情。,344,,,,,,,,,
#,344, ,,从过去花一个星期勉按住F和弦的青涩，到现在一边唱一边勉力拿起吉他伴奏的当下，到通向未来会经历的种种，会实现的万千愿景。,345,,,,,,,,,
#,345, ,,由始入终，在这摇滚路途中的全部所思所想所感，它们都让我露出最好的表情，满心期待着下一次的邂逅、下一次的感动。,346,,,,,,,,,
#,346, ,,道阻且长，尤且谨记，我心易逝，我心如火。,347,,,,,,,,,
#,347, ,,下一次，会到达更远的地方吗？,348,,,,,,,,,
#,348, ,,绝对。,349,,,,,,,,,
#,349, ,,BandDream：和音符,350,,,,,,,,,
#,350, ,,属于他们的乐章，永不结束。,351,,,,,,,,,
#,351, ,,,352,,致谢cg,,,,,,,
